IdTicket;DateTicket;Agent;Duree_Traitement_Sec;Resolu;Note_Satisfaction_Client;CoutFacturation;Canal;Motif;Traite;Reprise_Appel;Conforme;NPS;Motif_Reclamation
TCK20503;22/02/2023;AG007;354;Non;4;27,98;Chat;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK20504;30/04/2023;AG007;294;Non;4,5;;Chat;Résiliation;Non;Oui;Oui;4;Comportement agent
TCK20505;26/06/2023;AG007;162;Oui;;36,26;Email;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK20506;17/08/2023;AG003;246;Non;5;49,85;Téléphone;Changement d'offre;Non;Oui;Oui;5;Non Renseigné
TCK20507;27/06/2023;AG006;120;Oui;;39,52;Email;Panne compteur;Non;Non;Non;;Non Renseigné
TCK20508;28/09/2023;AG008;282;Oui;1,5;45,14;Téléphone;Changement d'offre;Non;Non;Oui;8;Non Renseigné
TCK20509;06/09/2023;AG001;174;Non;;49,64;Chat;Souscription contrat;Oui;Oui;Oui;7;Non Renseigné
TCK20510;27/10/2023;AG003;162;Oui;;45,51;Réseaux Sociaux;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK20511;20/08/2023;AG001;312;Non;;43,87;Chat;Résiliation;Non;Non;Non Renseigné;1;Non Renseigné
TCK20512;15/07/2023;AG002;264;Oui;5;26,65;Chat;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK20513;04/01/2023;AG002;234;Non;5;43,47;Téléphone;Déménagement;Oui;Non;Oui;5;Délai de traitement
TCK20514;26/06/2023;AG002;318;Oui;2,5;55,66;Chat;Demande d'information;Non;Non;Non;2;Non Renseigné
TCK20515;31/03/2023;AG007;120;Non;;49,89;Téléphone;Réclamation;Non;Non;Oui;;Non Renseigné
TCK20516;13/03/2023;AG008;384;Non;2,5;;Téléphone;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK20517;24/06/2023;AG001;240;Non;0,5;22,59;Chat;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20518;19/04/2023;AG001;276;Oui;5;49,68;Email;Changement d'offre;Non;Oui;Non;9;Non Renseigné
TCK20519;31/01/2023;AG005;294;Non;5;14,28;Chat;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK20520;03/12/2023;AG006;330;Oui;2;11,1;Chat;Résiliation;Non;Non;Non;5;Non Renseigné
TCK20521;27/06/2023;AG007;192;Oui;2;50,84;Téléphone;Facturation;Non;Oui;Oui;8;Non Renseigné
TCK20522;24/12/2023;AG004;408;Oui;2;44,8;Téléphone;Déménagement;Oui;Non;Oui;;Comportement agent
TCK20523;22/03/2023;AG006;102;Oui;1,5;;Réseaux Sociaux;Souscription contrat;Non;Oui;Oui;;Non Renseigné
TCK20524;12/11/2023;AG004;186;Oui;4;13,48;Chat;Litige paiement;Non;Oui;Oui;;Non Renseigné
TCK20525;02/11/2023;AG005;234;Oui;4;39,45;Téléphone;Souscription contrat;Oui;Non;Oui;9;Non Renseigné
TCK20526;21/08/2023;AG001;450;Non;0,5;35,49;Téléphone;Résiliation;Non;Non;Non Renseigné;5;Non Renseigné
TCK20527;25/11/2023;AG005;288;Non;4;31,12;Chat;Réclamation;Oui;Non;Oui;10;Non Renseigné
TCK20528;13/11/2023;AG007;234;Oui;2,5;26,78;Email;Demande d'information;Oui;Non;Oui;8;Non Renseigné
TCK20529;23/06/2023;AG003;264;Oui;4,5;58,8;Chat;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK20530;24/11/2023;AG003;228;Oui;;39,39;Chat;Relevé compteur;Oui;Oui;Oui;1;Non Renseigné
TCK20531;11/01/2023;AG003;360;Non;2,5;52,36;Chat;Demande d'information;Oui;Oui;Non;10;Non Renseigné
TCK20532;20/03/2023;AG006;234;Oui;;13,73;Réseaux Sociaux;Résiliation;Non;Non;Non Renseigné;8;Non Renseigné
TCK20533;01/09/2023;AG002;264;Oui;3,5;35,52;Téléphone;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK20534;10/02/2023;AG002;330;Oui;2,5;40,88;Téléphone;Réclamation;Non;Non;Oui;7;Non Renseigné
TCK20535;18/05/2023;AG007;318;Oui;3,5;42,22;Téléphone;Résiliation;Oui;Oui;Non;5;Non Renseigné
TCK20536;01/04/2023;AG004;198;Oui;4;45,43;Réseaux Sociaux;Litige paiement;Non;Non;Non;0;Non Renseigné
TCK20537;21/04/2023;AG006;360;Non;;20,74;Téléphone;Déménagement;Non;Non;Non Renseigné;8;Non Renseigné
TCK20538;15/10/2023;AG007;216;Non;;30,92;Téléphone;Déménagement;Non;Non;Non Renseigné;;Non Renseigné
TCK20539;18/11/2023;AG005;162;Oui;;35,43;Réseaux Sociaux;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20540;29/05/2023;AG002;78;Oui;4,5;11,46;Téléphone;Relevé compteur;Non;Non;Non;7;Non Renseigné
TCK20541;31/08/2023;AG001;252;Non;;40,26;Réseaux Sociaux;Relevé compteur;Non;Non;Non Renseigné;10;Non Renseigné
TCK20542;19/04/2023;AG002;102;Oui;;;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;7;Non Renseigné
TCK20543;26/07/2023;AG006;180;Oui;2,5;53,35;Réseaux Sociaux;Changement d'offre;Oui;Non;Non Renseigné;;Non Renseigné
TCK20544;25/08/2023;AG006;336;Oui;4,5;34,75;Téléphone;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20545;11/05/2023;AG003;318;Non;4,5;16,55;Email;Panne compteur;Non;Non;Non;5;Non Renseigné
TCK20546;26/11/2023;AG001;162;Oui;1;;Chat;Facturation;Oui;Non;Non;5;Non Renseigné
TCK20547;31/01/2023;AG006;342;Oui;5;32,06;Réseaux Sociaux;Réclamation;Non;Non;Oui;;Non Renseigné
TCK20548;04/04/2023;AG003;258;Non;3;47,22;Email;Déménagement;Non;Non;Oui;5;Non Renseigné
TCK20549;06/03/2023;AG005;390;Oui;2,5;40,97;Chat;Souscription contrat;Oui;Non;Non;;Non Renseigné
TCK20550;24/07/2023;AG006;240;Non;;49,29;Téléphone;Souscription contrat;Oui;Non;Oui;6;Non Renseigné
TCK20551;16/07/2023;AG007;414;Oui;;33,12;Téléphone;Facturation;Non;Oui;Oui;9;Non Renseigné
TCK20552;07/11/2023;AG007;270;Non;;33,13;Chat;Déménagement;Oui;Oui;Oui;5;Non Renseigné
TCK20553;10/12/2023;AG006;348;Non;4,5;;Réseaux Sociaux;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20554;03/04/2023;AG006;330;Non;4,5;;Téléphone;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20555;15/07/2023;AG007;324;Oui;3,5;37,72;Email;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK20556;04/10/2023;AG005;258;Non;5;58,4;Chat;Réclamation;Non;Oui;Non;;Non Renseigné
TCK20557;01/12/2023;AG005;126;Oui;2,5;47,65;Chat;Résiliation;Non;Non;Oui;9;Non Renseigné
TCK20558;11/04/2023;AG006;504;Oui;4;51,5;Téléphone;Souscription contrat;Non;Oui;Oui;8;Non Renseigné
TCK20559;06/04/2023;AG008;222;Oui;5;12,46;Réseaux Sociaux;Demande d'information;Non;Non;Oui;4;Non Renseigné
TCK20560;09/12/2023;AG008;288;Oui;2;;Réseaux Sociaux;Réclamation;Oui;Oui;Non;;Non Renseigné
TCK20561;24/05/2023;AG001;396;Non;;19,87;Téléphone;Changement d'offre;Oui;Oui;Oui;;Délai de traitement
TCK20562;30/11/2023;AG005;144;Oui;2,5;;Chat;Souscription contrat;Non;Non;Oui;;Facturation incorrecte
TCK20563;27/03/2023;AG008;168;Non;3,5;36,54;Chat;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20564;10/08/2023;AG008;240;Oui;5;21,67;Réseaux Sociaux;Déménagement;Non;Non;Oui;;Non Renseigné
TCK20565;09/03/2023;AG008;294;Oui;5;32,67;Téléphone;Souscription contrat;Oui;Non;Oui;9;Non Renseigné
TCK20566;03/03/2023;AG007;444;Oui;4,5;32,37;Téléphone;Demande d'information;Oui;Non;Oui;6;Non Renseigné
TCK20567;22/01/2023;AG004;282;Oui;;49,49;Email;Relevé compteur;Oui;Non;Oui;6;Non Renseigné
TCK20568;17/10/2023;AG006;174;Non;;17,82;Téléphone;Relevé compteur;Non;Oui;Non Renseigné;;Non Renseigné
TCK20569;22/06/2023;AG008;300;Oui;;31,85;Téléphone;Relevé compteur;Oui;Non;Non;4;Non Renseigné
TCK20570;05/09/2023;AG002;426;Oui;3;39,04;Email;Résiliation;Oui;Non;Non;;Non Renseigné
TCK20571;13/03/2023;AG003;204;Oui;3;;Email;Résiliation;Oui;Non;Oui;10;Non Renseigné
TCK20572;04/02/2023;AG002;144;Oui;2,5;21,34;Téléphone;Changement d'offre;Non;Non;Oui;9;Non Renseigné
TCK20573;10/10/2023;AG008;228;Non;;38,78;Email;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20574;28/07/2023;AG006;324;Oui;5;18,53;Réseaux Sociaux;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20575;03/02/2023;AG005;18;Oui;;43,15;Téléphone;Déménagement;Non;Oui;Oui;4;Non Renseigné
TCK20576;03/01/2023;AG005;222;Non;1,5;34,58;Chat;Panne compteur;Oui;Non;Oui;5;Non Renseigné
TCK20577;10/04/2023;AG001;342;Oui;;58,78;Chat;Déménagement;Oui;Oui;Oui;;Non Renseigné
TCK20578;30/10/2023;AG003;372;Oui;5;;Téléphone;Réclamation;Oui;Non;Oui;5;Non Renseigné
TCK20579;20/04/2023;AG007;84;Non;2;14,51;Chat;Panne compteur;Non;Non;Oui;9;Comportement agent
TCK20580;13/06/2023;AG008;186;Oui;3,5;57,96;Email;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20581;01/10/2023;AG004;294;Oui;;45,78;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20582;30/07/2023;AG005;342;Non;3,5;39,49;Téléphone;Facturation;Oui;Non;Non;;Facturation incorrecte
TCK20583;24/09/2023;AG006;372;Oui;2,5;32,5;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20584;22/06/2023;AG007;354;Oui;4,5;39,17;Chat;Facturation;Oui;Non;Oui;7;Non Renseigné
TCK20585;11/09/2023;AG007;270;Non;4,5;36,92;Téléphone;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20586;18/12/2023;AG008;114;Oui;;10,19;Téléphone;Résiliation;Oui;Non;Non;8;Non Renseigné
TCK20587;28/11/2023;AG005;246;Non;0,5;22,08;Téléphone;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20588;30/03/2023;AG005;12;Oui;2;32,42;Chat;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK20589;16/10/2023;AG007;288;Non;;59,03;Téléphone;Panne compteur;Non;Non;Oui;7;Non Renseigné
TCK20590;01/02/2023;AG005;198;Oui;2,5;16,68;Téléphone;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK20591;24/02/2023;AG007;48;Non;3,5;12,4;Téléphone;Souscription contrat;Oui;Non;Oui;8;Non Renseigné
TCK20592;06/02/2023;AG002;312;Oui;4;48,04;Chat;Réclamation;Oui;Oui;Oui;;Non Renseigné
TCK20593;25/08/2023;AG003;426;Oui;;17,49;Email;Relevé compteur;Non;Oui;Non Renseigné;0;Non Renseigné
TCK20594;20/05/2023;AG005;102;Oui;5;21,4;Téléphone;Déménagement;Oui;Oui;Oui;9;Non Renseigné
TCK20595;12/07/2023;AG004;318;Non;5;10,58;Téléphone;Déménagement;Non;Non;Oui;;Non Renseigné
TCK20596;27/01/2023;AG005;228;Non;;15,84;Réseaux Sociaux;Panne compteur;Non;Non;Oui;5;Non Renseigné
TCK20597;23/05/2023;AG002;186;Non;4;59,29;Chat;Changement d'offre;Oui;Non;Non;;Non Renseigné
TCK20598;25/09/2023;AG001;186;Oui;;19,95;Chat;Déménagement;Non;Non;Oui;;Non Renseigné
TCK20599;05/07/2023;AG006;228;Non;4;39,39;Email;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK20600;22/09/2023;AG007;228;Oui;5;42,04;Téléphone;Résiliation;Oui;Non;Oui;3;Non Renseigné
TCK20601;07/12/2023;AG008;264;Oui;3;30,7;Téléphone;Panne compteur;Non;Non;Oui;7;Non Renseigné
TCK20602;24/05/2023;AG001;180;Oui;;42,7;Chat;Litige paiement;Oui;Non;Non;;Non Renseigné
TCK20603;05/06/2023;AG001;198;Oui;5;30,81;Chat;Changement d'offre;Non;Oui;Oui;3;Non Renseigné
TCK20604;29/01/2023;AG003;330;Non;4,5;38,25;Email;Relevé compteur;Oui;Non;Non;5;Non Renseigné
TCK20605;25/09/2023;AG007;168;Oui;4,5;52,93;Réseaux Sociaux;Déménagement;Non;Oui;Oui;9;Délai de traitement
TCK20606;04/02/2023;AG008;300;Non;4,5;43,68;Téléphone;Réclamation;Non;Non;Oui;8;Non Renseigné
TCK20607;11/11/2023;AG008;234;Oui;2,5;15,75;Téléphone;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK20608;20/01/2023;AG008;210;Oui;0,5;57,25;Chat;Réclamation;Oui;Non;Non Renseigné;;Comportement agent
TCK20609;30/09/2023;AG007;468;Non;4,5;17,08;Téléphone;Panne compteur;Non;Non;Oui;10;Non Renseigné
TCK20610;23/05/2023;AG002;132;Oui;0,5;57,84;Téléphone;Litige paiement;Oui;Non;Non Renseigné;10;Non Renseigné
TCK20611;08/02/2023;AG005;438;Oui;3;26,5;Réseaux Sociaux;Résiliation;Oui;Non;Non;9;Non Renseigné
TCK20612;27/04/2023;AG004;360;Oui;4,5;59,78;Chat;Réclamation;Oui;Non;Oui;7;Non Renseigné
TCK20613;02/02/2023;AG001;204;Oui;;22,63;Réseaux Sociaux;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20614;02/01/2023;AG002;366;Oui;;24,75;Téléphone;Réclamation;Non;Non;Oui;10;Non Renseigné
TCK20615;21/01/2023;AG004;24;Oui;;10,76;Réseaux Sociaux;Souscription contrat;Oui;Oui;Non Renseigné;2;Non Renseigné
TCK20616;27/06/2023;AG008;192;Oui;2;;Téléphone;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK20617;02/05/2023;AG001;168;Oui;;32,18;Réseaux Sociaux;Souscription contrat;Non;Oui;Oui;10;Non Renseigné
TCK20618;15/10/2023;AG004;282;Oui;4;45,25;Téléphone;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20619;03/01/2023;AG004;258;Non;2;14,26;Email;Souscription contrat;Non;Non;Non;8;Non Renseigné
TCK20620;10/11/2023;AG005;414;Non;4,5;57,81;Email;Réclamation;Oui;Non;Oui;9;Comportement agent
TCK20621;06/11/2023;AG001;408;Non;4,5;10,15;Chat;Relevé compteur;Oui;Non;Oui;8;Non Renseigné
TCK20622;07/07/2023;AG002;288;Oui;3;56,61;Chat;Relevé compteur;Non;Non;Oui;8;Non Renseigné
TCK20623;15/03/2023;AG003;258;Oui;;46,03;Téléphone;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK20624;14/10/2023;AG008;240;Non;4,5;35,69;Email;Déménagement;Non;Non;Oui;0;Non Renseigné
TCK20625;02/10/2023;AG008;288;Non;;21,58;Téléphone;Relevé compteur;Non;Non;Oui;;Délai de traitement
TCK20626;19/06/2023;AG001;324;Oui;;16,75;Email;Panne compteur;Non;Non;Non;10;Non Renseigné
TCK20627;12/06/2023;AG002;216;Oui;3;33,43;Téléphone;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20628;09/08/2023;AG007;132;Oui;;25,81;Réseaux Sociaux;Facturation;Oui;Non;Non;10;Non Renseigné
TCK20629;26/08/2023;AG001;294;Oui;2,5;31,22;Email;Souscription contrat;Non;Non;Oui;8;Non Renseigné
TCK20630;21/06/2023;AG003;150;Oui;4,5;58,61;Email;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20631;26/08/2023;AG002;168;Oui;2,5;;Email;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK20632;18/12/2023;AG006;324;Oui;5;10,02;Email;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20633;03/02/2023;AG004;192;Non;;39,81;Téléphone;Litige paiement;Non;Non;Oui;8;Non Renseigné
TCK20634;12/09/2023;AG004;246;Non;;19,28;Téléphone;Réclamation;Oui;Non;Oui;3;Non Renseigné
TCK20635;15/03/2023;AG005;318;Oui;4,5;42,58;Téléphone;Litige paiement;Oui;Non;Oui;0;Non Renseigné
TCK20636;26/09/2023;AG004;378;Oui;1,5;25,97;Chat;Relevé compteur;Oui;Non;Oui;10;Non Renseigné
TCK20637;18/05/2023;AG005;390;Oui;;22,61;Email;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20638;27/10/2023;AG004;396;Oui;2,5;32,62;Téléphone;Souscription contrat;Non;Oui;Non Renseigné;;Comportement agent
TCK20639;27/11/2023;AG006;252;Oui;4,5;;Chat;Panne compteur;Non;Non;Oui;0;Non Renseigné
TCK20640;20/08/2023;AG008;144;Non;4,5;31,32;Email;Souscription contrat;Non;Non;Oui;8;Non Renseigné
TCK20641;18/09/2023;AG005;240;Non;4,5;36,87;Téléphone;Réclamation;Non;Non;Oui;4;Non Renseigné
TCK20642;17/04/2023;AG003;264;Non;2,5;49,07;Chat;Réclamation;Non;Non;Oui;4;Non Renseigné
TCK20643;08/10/2023;AG006;228;Oui;5;44;Chat;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20644;10/02/2023;AG003;348;Oui;2;10,9;Téléphone;Litige paiement;Non;Non;Oui;9;Non Renseigné
TCK20645;26/02/2023;AG003;294;Oui;5;37,85;Téléphone;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK20646;06/04/2023;AG005;294;Oui;2,5;26,19;Réseaux Sociaux;Demande d'information;Non;Oui;Oui;;Non Renseigné
TCK20647;01/08/2023;AG008;426;Non;1,5;16,81;Réseaux Sociaux;Réclamation;Oui;Non;Non;5;Non Renseigné
TCK20648;07/08/2023;AG005;264;Oui;5;53,91;Téléphone;Facturation;Non;Non;Oui;;Non Renseigné
TCK20649;08/04/2023;AG003;378;Non;;39,29;Téléphone;Déménagement;Non;Non;Oui;6;Non Renseigné
TCK20650;13/08/2023;AG003;384;Oui;2,5;42,96;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20651;30/12/2023;AG001;336;Oui;4;29,9;Chat;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20652;09/02/2023;AG002;420;Oui;5;28,68;Téléphone;Litige paiement;Non;Oui;Non Renseigné;6;Non Renseigné
TCK20653;05/10/2023;AG004;276;Oui;4;29,41;Téléphone;Déménagement;Oui;Non;Oui;5;Non Renseigné
TCK20654;17/02/2023;AG005;300;Non;1,5;30,66;Chat;Déménagement;Oui;Non;Non;3;Non Renseigné
TCK20655;15/06/2023;AG001;192;Non;5;30,28;Réseaux Sociaux;Relevé compteur;Oui;Non;Non Renseigné;9;Non Renseigné
TCK20656;28/06/2023;AG001;222;Non;;39,69;Réseaux Sociaux;Résiliation;Non;Non;Non;;Non Renseigné
TCK20657;28/06/2023;AG003;294;Oui;2,5;48,6;Téléphone;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK20658;22/11/2023;AG005;228;Non;;54,87;Téléphone;Réclamation;Oui;Oui;Non Renseigné;;Non Renseigné
TCK20659;16/08/2023;AG005;312;Non;3,5;42,81;Téléphone;Changement d'offre;Non;Non;Oui;3;Non Renseigné
TCK20660;06/12/2023;AG004;264;Non;;37,1;Email;Résiliation;Non;Non;Oui;5;Non Renseigné
TCK20661;08/07/2023;AG008;384;Oui;;55,95;Téléphone;Facturation;Oui;Oui;Oui;;Non Renseigné
TCK20662;15/07/2023;AG003;258;Oui;;23,72;Email;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK20663;26/04/2023;AG002;372;Oui;2;29,66;Téléphone;Facturation;Oui;Non;Oui;9;Non Renseigné
TCK20664;20/12/2023;AG004;108;Oui;;23,43;Téléphone;Souscription contrat;Non;Non;Oui;8;Non Renseigné
TCK20665;23/11/2023;AG006;186;Oui;3,5;53,05;Email;Litige paiement;Oui;Non;Non;5;Délai de traitement
TCK20666;01/04/2023;AG004;294;Non;2,5;18,64;Réseaux Sociaux;Facturation;Oui;Non;Non;5;Non Renseigné
TCK20667;07/09/2023;AG001;216;Oui;4;27,23;Chat;Réclamation;Non;Oui;Oui;;Non Renseigné
TCK20668;18/07/2023;AG003;258;Non;4;48,42;Téléphone;Déménagement;Oui;Non;Oui;9;Non Renseigné
TCK20669;06/01/2023;AG006;252;Non;;54,25;Téléphone;Souscription contrat;Non;Non;Oui;4;Non Renseigné
TCK20670;23/04/2023;AG006;246;Oui;0,5;33,52;Email;Résiliation;Non;Non;Non Renseigné;;Non Renseigné
TCK20671;19/11/2023;AG007;108;Oui;5;53,68;Réseaux Sociaux;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20672;15/07/2023;AG005;276;Non;4;43,54;Téléphone;Déménagement;Non;Non;Oui;3;Non Renseigné
TCK20673;29/06/2023;AG001;444;Oui;4;52,37;Email;Réclamation;Oui;Non;Oui;5;Non Renseigné
TCK20674;30/04/2023;AG005;270;Oui;1,5;55,36;Téléphone;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20675;17/09/2023;AG004;270;Oui;4,5;47,02;Email;Souscription contrat;Oui;Non;Oui;5;Comportement agent
TCK20676;20/08/2023;AG002;456;Oui;4;27,39;Réseaux Sociaux;Résiliation;Non;Oui;Oui;;Non Renseigné
TCK20677;17/11/2023;AG002;540;Oui;4,5;;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20678;28/03/2023;AG002;498;Oui;2,5;30,92;Téléphone;Panne compteur;Oui;Non;Non;;Non Renseigné
TCK20679;25/02/2023;AG006;300;Oui;;45,71;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;9;Non Renseigné
TCK20680;13/07/2023;AG002;264;Oui;5;32,58;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20681;23/07/2023;AG006;276;Oui;4;30,4;Téléphone;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK20682;08/11/2023;AG001;150;Oui;3,5;42,01;Email;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20683;06/10/2023;AG002;360;Non;4;53,87;Téléphone;Relevé compteur;Non;Non;Non Renseigné;;Non Renseigné
TCK20684;15/09/2023;AG007;360;Non;;59,66;Téléphone;Relevé compteur;Oui;Non;Oui;8;Non Renseigné
TCK20685;26/08/2023;AG008;252;Non;5;15,3;Téléphone;Facturation;Oui;Non;Oui;9;Non Renseigné
TCK20686;02/12/2023;AG004;402;Non;;11,02;Chat;Changement d'offre;Oui;Non;Non;9;Non Renseigné
TCK20687;27/07/2023;AG006;270;Non;3,5;40,22;Chat;Réclamation;Non;Oui;Oui;5;Non Renseigné
TCK20688;18/04/2023;AG003;342;Oui;0,5;24,17;Réseaux Sociaux;Litige paiement;Non;Non;Oui;;Comportement agent
TCK20689;13/12/2023;AG003;222;Oui;4;44,34;Réseaux Sociaux;Relevé compteur;Non;Oui;Oui;;Non Renseigné
TCK20690;03/11/2023;AG002;150;Oui;0,5;11,74;Téléphone;Demande d'information;Oui;Non;Oui;10;Non Renseigné
TCK20691;21/08/2023;AG001;342;Oui;2;30,46;Réseaux Sociaux;Panne compteur;Oui;Non;Non;;Non Renseigné
TCK20692;27/10/2023;AG007;366;Non;4;50,02;Téléphone;Déménagement;Oui;Oui;Non Renseigné;;Non Renseigné
TCK20693;22/08/2023;AG003;204;Oui;4,5;32,85;Réseaux Sociaux;Facturation;Oui;Non;Oui;8;Non Renseigné
TCK20694;06/08/2023;AG008;438;Oui;;;Réseaux Sociaux;Panne compteur;Non;Oui;Oui;;Non Renseigné
TCK20695;23/03/2023;AG001;438;Non;;51,36;Téléphone;Facturation;Non;Oui;Oui;5;Non Renseigné
TCK20696;10/06/2023;AG001;90;Non;2;23,25;Téléphone;Changement d'offre;Non;Non;Non Renseigné;;Facturation incorrecte
TCK20697;23/05/2023;AG007;210;Oui;4;36,81;Email;Résiliation;Non;Non;Oui;9;Comportement agent
TCK20698;04/06/2023;AG002;48;Oui;4;;Email;Relevé compteur;Non;Non;Oui;8;Non Renseigné
TCK20699;17/08/2023;AG005;78;Oui;3,5;14,56;Téléphone;Panne compteur;Oui;Non;Oui;0;Non Renseigné
TCK20700;11/08/2023;AG007;174;Non;5;19,85;Email;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK20701;10/08/2023;AG005;348;Oui;;30,64;Téléphone;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK20702;22/05/2023;AG001;318;Non;2,5;28,57;Chat;Relevé compteur;Oui;Oui;Non;9;Non Renseigné
TCK20703;03/06/2023;AG002;114;Non;;32,45;Chat;Résiliation;Oui;Non;Oui;10;Non Renseigné
TCK20704;23/03/2023;AG001;114;Oui;4,5;17,79;Email;Résiliation;Non;Non;Non;6;Non Renseigné
TCK20705;23/04/2023;AG003;288;Oui;4,5;54,02;Téléphone;Déménagement;Non;Non;Non Renseigné;6;Non Renseigné
TCK20706;19/04/2023;AG001;60;Oui;;11,78;Téléphone;Litige paiement;Non;Non;Non Renseigné;7;Non Renseigné
TCK20707;10/09/2023;AG002;108;Non;3;34,9;Réseaux Sociaux;Facturation;Non;Non;Oui;;Facturation incorrecte
TCK20708;18/03/2023;AG004;486;Non;2,5;45,35;Email;Résiliation;Oui;Non;Non;9;Non Renseigné
TCK20709;06/10/2023;AG008;468;Non;;18,87;Téléphone;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK20710;08/08/2023;AG003;348;Oui;4,5;;Email;Réclamation;Oui;Non;Oui;5;Non Renseigné
TCK20711;03/11/2023;AG008;204;Oui;4,5;57,36;Réseaux Sociaux;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20712;10/08/2023;AG004;270;Non;2,5;20,71;Téléphone;Panne compteur;Non;Non;Oui;6;Non Renseigné
TCK20713;06/09/2023;AG005;150;Non;0,5;13;Chat;Panne compteur;Non;Non;Oui;0;Non Renseigné
TCK20714;03/06/2023;AG001;174;Non;3,5;45,5;Email;Déménagement;Non;Non;Oui;;Non Renseigné
TCK20715;23/05/2023;AG006;222;Oui;4,5;36,69;Téléphone;Litige paiement;Non;Non;Non;6;Non Renseigné
TCK20716;03/03/2023;AG006;216;Non;4;40,31;Téléphone;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20717;05/03/2023;AG005;318;Oui;2,5;26,85;Chat;Litige paiement;Oui;Non;Oui;6;Non Renseigné
TCK20718;17/12/2023;AG004;84;Oui;4;14,35;Téléphone;Litige paiement;Oui;Non;Oui;9;Non Renseigné
TCK20719;14/09/2023;AG003;354;Non;2,5;21,15;Email;Panne compteur;Oui;Non;Non;6;Non Renseigné
TCK20720;14/12/2023;AG005;240;Non;3,5;42,91;Réseaux Sociaux;Déménagement;Non;Non;Non Renseigné;8;Non Renseigné
TCK20721;11/12/2023;AG003;132;Non;4,5;23,19;Chat;Changement d'offre;Non;Non;Oui;;Facturation incorrecte
TCK20722;28/03/2023;AG007;270;Oui;;40,29;Téléphone;Facturation;Non;Non;Oui;;Non Renseigné
TCK20723;24/02/2023;AG006;234;Oui;2,5;58,14;Réseaux Sociaux;Facturation;Oui;Non;Oui;10;Non Renseigné
TCK20724;03/07/2023;AG002;186;Non;;38,67;Réseaux Sociaux;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20725;24/05/2023;AG002;534;Oui;2,5;56,4;Téléphone;Résiliation;Non;Non;Non;7;Non Renseigné
TCK20726;26/06/2023;AG001;216;Oui;4,5;21,86;Chat;Litige paiement;Non;Non;Oui;10;Non Renseigné
