Reference_Dossier,Jour,Nom_Agent,Duree_Min,Dossier_Cloture,Note_Client,Prix_Prestation,Type_Contact,Objet,Traite,Repris,Conformite_Controle,NPS_Client,Est_Reclamation
DOS50223,45218,AGT-11,6.3,FALSE,3.0,34.42,Email,Réclamation,TRUE,0,Conforme,9.0,VRAI
DOS50224,45187,AGT-25,3.9,FALSE,4.0,19.68,Courrier,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50225,45042,AGT-19,7.5,TRUE,5.0,37.15,Chat,Réclamation,TRUE,0,NC,8.0,FAUX
DOS50226,45166,AGT-12,7.7,VRAI,5.0,49.93,Téléphone,Résiliation,TRUE,0,Conforme,8.0,VRAI
DOS50227,45174,AGT-12,7.1,FAUX,5.0,27.96,Chat,Facturation,TRUE,0,Conforme,,FAUX
DOS50228,45140,AGT-11,9.2,FAUX,3.0,40.65,Email,Changement d'offre,FALSE,1,NC,1.0,VRAI
DOS50229,45251,AGT-03,3.1,VRAI,2.0,35.5,Email,Souscription contrat,FALSE,0,Conforme,9.0,VRAI
DOS50230,45142,AGT-07,6.5,FALSE,4.0,46.56,Téléphone,Litige paiement,FALSE,1,Conforme,,VRAI
DOS50231,45276,AGT-19,3.7,TRUE,4.0,35.78,Courrier,Changement d'offre,FALSE,0,Conforme,7.0,VRAI
DOS50232,44994,AGT-07,3.2,FAUX,,15.61,Courrier,Litige paiement,FALSE,0,Conforme,6.0,VRAI
DOS50233,45033,AGT-12,5.1,FAUX,4.0,26.6,Téléphone,Relevé compteur,TRUE,0,,8.0,VRAI
DOS50234,45190,AGT-07,5.7,FAUX,5.0,45.7,Email,Réclamation,FALSE,0,Conforme,8.0,FAUX
DOS50235,45164,AGT-07,5.0,FALSE,,40.38,Courrier,Demande d'information,FALSE,0,NC,,VRAI
DOS50236,45024,AGT-07,2.7,FALSE,4.0,54.07,Téléphone,Résiliation,TRUE,0,,7.0,VRAI
DOS50237,45231,AGT-07,5.3,VRAI,1.0,28.13,Téléphone,Résiliation,FALSE,0,Conforme,3.0,FAUX
DOS50238,45165,AGT-12,5.2,VRAI,3.0,49.58,Chat,Souscription contrat,TRUE,0,,,VRAI
DOS50239,45185,AGT-03,3.2,TRUE,3.0,50.15,Téléphone,Panne compteur,TRUE,0,Non Conforme,,VRAI
DOS50240,45255,AGT-08,8.1,VRAI,2.0,46.96,Email,Changement d'offre,TRUE,0,Conforme,,FAUX
DOS50241,45108,AGT-11,9.0,FALSE,5.0,45.81,Email,Réclamation,FALSE,0,,0.0,VRAI
DOS50242,45247,AGT-12,5.5,FALSE,5.0,53.61,Email,Résiliation,FALSE,0,Conforme,8.0,FAUX
DOS50243,44964,AGT-07,7.1,FALSE,5.0,54.83,Email,Changement d'offre,FALSE,0,NC,8.0,VRAI
DOS50244,45208,AGT-07,0.3,TRUE,5.0,38.36,Email,Facturation,FALSE,1,Conforme,4.0,FAUX
DOS50245,45141,AGT-07,5.2,TRUE,5.0,14.41,Chat,Demande d'information,FALSE,0,Conforme,8.0,VRAI
DOS50246,45266,AGT-07,7.4,FALSE,3.0,21.18,Chat,Réclamation,TRUE,0,Conforme,,VRAI
DOS50247,45284,AGT-12,5.2,TRUE,4.0,30.33,Téléphone,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50248,45148,AGT-03,5.0,TRUE,5.0,27.41,Email,Souscription contrat,FALSE,0,Conforme,6.0,FAUX
DOS50249,45234,AGT-03,6.5,TRUE,4.0,30.94,Courrier,Panne compteur,TRUE,0,Conforme,8.0,VRAI
DOS50250,44962,AGT-11,9.7,TRUE,2.0,46.43,Courrier,Litige paiement,TRUE,1,Non Conforme,,VRAI
DOS50251,45080,AGT-08,5.9,FALSE,4.0,31.44,Téléphone,Demande d'information,FALSE,1,NC,,FAUX
DOS50252,45119,AGT-07,5.5,FAUX,3.0,26.55,Courrier,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50253,44974,AGT-08,7.9,VRAI,5.0,40.29,Téléphone,Réclamation,TRUE,1,Conforme,,FAUX
DOS50254,45277,AGT-12,6.1,FAUX,4.0,14.43,Chat,Résiliation,TRUE,0,Conforme,8.0,FAUX
DOS50255,45138,AGT-07,8.7,VRAI,4.0,19.3,Chat,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50256,45158,AGT-07,3.2,FAUX,3.0,40.96,Chat,Litige paiement,TRUE,0,NC,4.0,FAUX
DOS50257,44960,AGT-08,3.2,VRAI,4.0,12.79,Téléphone,Demande d'information,TRUE,0,Conforme,,VRAI
DOS50258,45152,AGT-07,3.6,VRAI,2.0,25.33,Email,Panne compteur,FALSE,0,Conforme,10.0,VRAI
DOS50259,45039,AGT-11,7.0,FALSE,3.0,34.7,Email,Résiliation,FALSE,0,NC,,VRAI
DOS50260,45151,AGT-12,5.9,FALSE,,15.67,Email,Demande d'information,TRUE,0,,,FAUX
DOS50261,45005,AGT-07,4.7,VRAI,,31.11,Courrier,Réclamation,FALSE,0,,5.0,FAUX
DOS50262,45071,AGT-11,5.9,FAUX,2.0,24.57,Téléphone,Facturation,FALSE,0,Conforme,8.0,VRAI
DOS50263,45221,AGT-11,7.3,VRAI,5.0,30.09,Email,Résiliation,TRUE,0,Non Conforme,6.0,VRAI
DOS50264,45105,AGT-07,4.6,FALSE,4.0,54.92,Email,Résiliation,TRUE,0,Conforme,9.0,VRAI
DOS50265,45119,AGT-07,6.7,VRAI,4.0,12.15,Téléphone,Changement d'offre,FALSE,1,Conforme,4.0,FAUX
DOS50266,45175,AGT-11,4.4,VRAI,2.0,43.41,Email,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50267,45279,AGT-07,2.2,FALSE,5.0,38.85,Courrier,Demande d'information,TRUE,0,Conforme,8.0,FAUX
DOS50268,45255,AGT-07,5.2,TRUE,,51.83,Courrier,Changement d'offre,FALSE,1,,0.0,VRAI
DOS50269,45036,AGT-07,2.0,TRUE,4.0,47.05,Téléphone,Relevé compteur,FALSE,0,Conforme,7.0,VRAI
DOS50270,45161,AGT-08,4.6,TRUE,1.0,13.51,Email,Panne compteur,FALSE,0,,5.0,FAUX
DOS50271,45109,AGT-07,5.5,TRUE,5.0,19.24,Chat,Réclamation,FALSE,0,Conforme,7.0,VRAI
DOS50272,45192,AGT-12,3.6,TRUE,5.0,33.99,Chat,Facturation,FALSE,0,NC,,VRAI
DOS50273,45032,AGT-11,6.4,VRAI,4.0,16.01,Chat,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50274,45275,AGT-25,4.7,FALSE,5.0,51.05,Téléphone,Changement d'offre,FALSE,0,Conforme,9.0,VRAI
DOS50275,45124,AGT-25,6.4,FALSE,5.0,52.63,Téléphone,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50276,44935,AGT-12,5.2,FAUX,4.0,13.06,Téléphone,Litige paiement,TRUE,0,Conforme,9.0,FAUX
DOS50277,45277,AGT-11,4.8,FALSE,2.0,51.07,Email,Relevé compteur,FALSE,0,Conforme,8.0,FAUX
DOS50278,45193,AGT-19,3.6,FAUX,5.0,16.74,Courrier,Changement d'offre,FALSE,0,Conforme,10.0,FAUX
DOS50279,45284,AGT-08,5.3,FALSE,4.0,28.49,Courrier,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50280,44967,AGT-25,5.5,FAUX,3.0,49.31,Email,Changement d'offre,FALSE,0,Conforme,10.0,VRAI
DOS50281,44944,AGT-03,5.9,FAUX,5.0,27.76,Courrier,Souscription contrat,TRUE,0,Conforme,,FAUX
DOS50282,45271,AGT-19,5.7,TRUE,2.0,39.4,Téléphone,Résiliation,TRUE,1,Conforme,,VRAI
DOS50283,45058,AGT-11,2.6,FAUX,5.0,43.79,Email,Déménagement,FALSE,0,Conforme,,VRAI
DOS50284,45177,AGT-11,7.2,FALSE,3.0,35.22,Téléphone,Résiliation,TRUE,0,NC,,VRAI
DOS50285,45137,AGT-11,6.0,VRAI,5.0,29.81,Courrier,Panne compteur,FALSE,0,Conforme,8.0,VRAI
DOS50286,44927,AGT-07,5.3,VRAI,5.0,49.28,Téléphone,Panne compteur,TRUE,0,Conforme,3.0,FAUX
DOS50287,45003,AGT-07,5.9,VRAI,5.0,52.99,Email,Réclamation,TRUE,1,,,FAUX
DOS50288,44934,AGT-11,6.3,VRAI,4.0,12.15,Courrier,Demande d'information,FALSE,0,Non Conforme,7.0,VRAI
DOS50289,45131,AGT-08,9.1,VRAI,4.0,13.72,Chat,Réclamation,TRUE,0,Conforme,8.0,FAUX
DOS50290,45252,AGT-07,4.1,FALSE,3.0,22.95,Chat,Facturation,FALSE,0,Conforme,,VRAI
DOS50291,44973,AGT-07,4.2,FAUX,5.0,25.11,Email,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS50292,45029,AGT-07,3.1,FALSE,4.0,16.25,Chat,Réclamation,TRUE,0,,10.0,FAUX
DOS50293,45137,AGT-25,1.5,FAUX,5.0,13.82,Chat,Réclamation,TRUE,1,Non Conforme,,FAUX
DOS50294,45042,AGT-03,6.1,TRUE,5.0,31.1,Chat,Changement d'offre,FALSE,0,Conforme,5.0,VRAI
DOS50295,45148,AGT-19,9.2,FAUX,5.0,39.28,Chat,Changement d'offre,FALSE,0,NC,9.0,VRAI
DOS50296,44967,AGT-03,4.7,FAUX,5.0,39.57,Chat,Déménagement,FALSE,0,Conforme,8.0,VRAI
DOS50297,45004,AGT-25,7.7,FAUX,3.0,53.0,Email,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50298,45212,AGT-25,4.7,TRUE,5.0,39.72,Courrier,Réclamation,FALSE,0,NC,,FAUX
DOS50299,45102,AGT-19,7.6,VRAI,4.0,19.61,Email,Panne compteur,FALSE,0,Conforme,8.0,FAUX
DOS50300,45083,AGT-03,5.9,VRAI,,34.29,Email,Facturation,FALSE,0,Conforme,8.0,FAUX
DOS50301,45080,AGT-19,5.3,FAUX,4.0,51.89,Chat,Déménagement,TRUE,0,Conforme,9.0,FAUX
DOS50302,45203,AGT-25,4.1,VRAI,5.0,37.23,Chat,Panne compteur,FALSE,0,NC,,VRAI
DOS50303,45214,AGT-25,5.4,TRUE,4.0,23.81,Email,Demande d'information,TRUE,0,Non Conforme,9.0,FAUX
DOS50304,45059,AGT-03,6.9,TRUE,5.0,24.39,Chat,Changement d'offre,FALSE,0,Conforme,6.0,VRAI
DOS50305,45012,AGT-07,3.9,TRUE,5.0,20.36,Email,Facturation,TRUE,0,Non Conforme,,FAUX
DOS50306,44943,AGT-12,5.1,FAUX,3.0,37.86,Courrier,Facturation,TRUE,0,Conforme,5.0,VRAI
DOS50307,45082,AGT-03,5.6,FALSE,5.0,38.23,Courrier,Relevé compteur,FALSE,0,Conforme,0.0,VRAI
DOS50308,45214,AGT-07,6.9,TRUE,1.0,41.0,Email,Litige paiement,FALSE,0,Conforme,8.0,FAUX
DOS50309,45101,AGT-03,5.4,FALSE,3.0,-29.36,Téléphone,Changement d'offre,FALSE,0,Conforme,0.0,VRAI
DOS50310,45263,AGT-08,4.7,TRUE,4.0,35.4,Courrier,Changement d'offre,FALSE,0,Conforme,8.0,FAUX
DOS50311,45193,AGT-19,5.8,FALSE,,52.87,Téléphone,Souscription contrat,TRUE,0,Conforme,6.0,FAUX
DOS50312,45010,AGT-19,7.5,TRUE,5.0,40.1,Chat,Litige paiement,FALSE,1,,8.0,FAUX
DOS50313,45024,AGT-08,6.1,FALSE,5.0,48.09,Courrier,Souscription contrat,FALSE,0,Conforme,8.0,FAUX
DOS50314,45166,AGT-12,5.1,TRUE,3.0,19.3,Chat,Litige paiement,TRUE,0,Conforme,10.0,VRAI
DOS50315,45207,AGT-11,5.3,FAUX,1.0,32.81,Courrier,Changement d'offre,TRUE,0,Conforme,,VRAI
DOS50316,45180,AGT-03,3.2,TRUE,5.0,12.18,Email,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS50317,45023,AGT-12,6.7,VRAI,5.0,26.75,Chat,Facturation,FALSE,0,Conforme,,FAUX
DOS50318,45179,AGT-12,2.7,TRUE,4.0,27.31,Chat,Réclamation,TRUE,0,,8.0,FAUX
DOS50319,45017,AGT-11,4.4,FAUX,4.0,19.3,Téléphone,Facturation,FALSE,0,Conforme,8.0,FAUX
DOS50320,45201,AGT-08,4.9,FALSE,,31.85,Email,Réclamation,TRUE,0,Non Conforme,,VRAI
DOS50321,45124,AGT-25,4.4,VRAI,4.0,20.81,Courrier,Panne compteur,FALSE,1,Non Conforme,,FAUX
DOS50322,44950,AGT-08,3.3,FALSE,,45.29,Courrier,Changement d'offre,TRUE,1,Conforme,8.0,FAUX
DOS50323,44994,AGT-19,3.9,VRAI,5.0,42.64,Téléphone,Panne compteur,FALSE,0,,8.0,VRAI
DOS50324,45036,AGT-19,2.6,VRAI,4.0,51.09,Courrier,Facturation,TRUE,0,,,FAUX
DOS50325,45234,AGT-08,8.3,FAUX,,53.69,Chat,Litige paiement,FALSE,0,Non Conforme,,FAUX
DOS50326,45267,AGT-07,4.2,FALSE,5.0,34.6,Chat,Réclamation,TRUE,0,Conforme,6.0,VRAI
DOS50327,45087,AGT-25,4.0,VRAI,2.0,15.92,Courrier,Facturation,FALSE,0,,,VRAI
DOS50328,44934,AGT-08,9.2,FAUX,4.0,34.45,Téléphone,Déménagement,TRUE,0,Conforme,,VRAI
DOS50329,44961,AGT-08,2.1,FAUX,5.0,26.23,Email,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50330,45070,AGT-12,6.3,TRUE,5.0,20.86,Chat,Facturation,FALSE,0,NC,2.0,FAUX
DOS50331,45240,AGT-07,5.3,TRUE,,40.16,Courrier,Relevé compteur,TRUE,0,Conforme,,FAUX
DOS50332,45282,AGT-19,3.3,VRAI,,12.96,Téléphone,Changement d'offre,TRUE,0,,,FAUX
DOS50333,45066,AGT-03,5.4,VRAI,2.0,19.38,Téléphone,Souscription contrat,TRUE,0,Conforme,,FAUX
DOS50334,44929,AGT-25,8.7,FAUX,1.0,20.71,Email,Facturation,FALSE,0,Conforme,9.0,FAUX
DOS50335,45036,AGT-19,6.3,VRAI,3.0,40.74,Chat,Panne compteur,TRUE,0,Conforme,2.0,FAUX
DOS50336,44940,AGT-12,6.0,FAUX,5.0,29.71,Chat,Facturation,TRUE,0,Conforme,,FAUX
DOS50337,44931,AGT-07,2.8,FALSE,,40.11,Chat,Litige paiement,FALSE,0,Non Conforme,8.0,VRAI
DOS50338,44943,AGT-12,3.6,FALSE,5.0,15.94,Chat,Déménagement,FALSE,0,Conforme,7.0,VRAI
DOS50339,45204,AGT-03,2.3,FALSE,5.0,-16.83,Email,Réclamation,TRUE,0,Conforme,,VRAI
DOS50340,45085,AGT-03,5.4,TRUE,1.0,38.26,Téléphone,Relevé compteur,TRUE,0,Conforme,9.0,VRAI
DOS50341,45056,AGT-19,5.3,FAUX,,42.78,Courrier,Relevé compteur,FALSE,0,Conforme,,FAUX
DOS50342,45174,AGT-12,3.6,VRAI,4.0,13.94,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50343,45265,AGT-19,6.9,FAUX,3.0,12.08,Chat,Facturation,TRUE,0,,7.0,VRAI
DOS50344,45230,AGT-12,2.7,FAUX,3.0,14.68,Chat,Changement d'offre,TRUE,0,Conforme,,VRAI
DOS50345,45202,AGT-11,3.8,TRUE,5.0,19.72,Chat,Déménagement,TRUE,0,Conforme,,FAUX
DOS50346,45025,AGT-07,5.4,FAUX,,37.5,Chat,Réclamation,FALSE,0,Conforme,9.0,FAUX
DOS50347,45160,AGT-12,2.9,FALSE,5.0,35.37,Courrier,Panne compteur,FALSE,1,,6.0,VRAI
DOS50348,45088,AGT-07,4.6,FAUX,4.0,14.2,Téléphone,Résiliation,TRUE,0,Non Conforme,8.0,FAUX
DOS50349,45037,AGT-19,3.9,FAUX,,29.01,Chat,Changement d'offre,TRUE,0,Conforme,6.0,FAUX
DOS50350,45172,AGT-07,5.7,FALSE,3.0,41.79,Téléphone,Relevé compteur,TRUE,0,Non Conforme,6.0,VRAI
DOS50351,45249,AGT-03,2.6,VRAI,,34.88,Courrier,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50352,45134,AGT-07,1.2,TRUE,5.0,48.19,Téléphone,Panne compteur,TRUE,0,Conforme,7.0,VRAI
DOS50353,45203,AGT-11,2.9,VRAI,5.0,21.43,Chat,Panne compteur,FALSE,0,Non Conforme,,VRAI
DOS50354,45076,AGT-25,7.0,VRAI,2.0,30.03,Chat,Panne compteur,FALSE,1,Conforme,,FAUX
DOS50355,45178,AGT-12,6.8,VRAI,4.0,24.78,Téléphone,Relevé compteur,TRUE,0,NC,,VRAI
DOS50356,45026,AGT-12,3.4,FALSE,,13.97,Chat,Réclamation,FALSE,0,NC,7.0,VRAI
DOS50357,45121,AGT-12,5.1,FALSE,4.0,16.8,Téléphone,Panne compteur,TRUE,0,Conforme,,VRAI
DOS50358,45224,AGT-12,5.2,VRAI,,48.51,Email,Litige paiement,TRUE,0,Conforme,10.0,FAUX
DOS50359,45124,AGT-07,2.5,TRUE,5.0,22.13,Courrier,Demande d'information,FALSE,0,Conforme,9.0,VRAI
DOS50360,45063,AGT-11,3.9,TRUE,5.0,36.46,Email,Panne compteur,TRUE,0,Conforme,,VRAI
DOS50361,45277,AGT-03,4.8,FAUX,5.0,36.02,Chat,Demande d'information,FALSE,0,Conforme,,FAUX
DOS50362,45058,AGT-07,0.9,VRAI,5.0,19.99,Email,Changement d'offre,FALSE,1,Conforme,8.0,FAUX
DOS50363,45122,AGT-03,5.4,FAUX,5.0,12.21,Courrier,Litige paiement,FALSE,0,Conforme,9.0,FAUX
DOS50364,45194,AGT-08,11.0,VRAI,5.0,47.47,Courrier,Panne compteur,FALSE,0,,0.0,VRAI
DOS50365,45108,AGT-08,6.2,VRAI,5.0,33.7,Courrier,Facturation,TRUE,1,Conforme,,FAUX
DOS50366,45064,AGT-08,5.6,TRUE,1.0,48.13,Courrier,Réclamation,TRUE,0,,,VRAI
DOS50367,45281,AGT-08,6.6,FALSE,5.0,18.38,Chat,Réclamation,FALSE,0,Non Conforme,8.0,FAUX
DOS50368,45266,AGT-08,6.1,TRUE,2.0,19.32,Chat,Réclamation,TRUE,0,Conforme,,VRAI
DOS50369,45283,AGT-11,6.9,FAUX,5.0,20.16,Téléphone,Réclamation,FALSE,0,Conforme,,VRAI
DOS50370,44995,AGT-19,1.3,VRAI,5.0,40.6,Chat,Réclamation,TRUE,0,,,FAUX
DOS50371,45007,AGT-08,4.4,VRAI,4.0,48.1,Téléphone,Relevé compteur,FALSE,0,Conforme,7.0,FAUX
DOS50372,45041,AGT-12,3.2,FAUX,5.0,54.22,Chat,Résiliation,TRUE,0,NC,,VRAI
DOS50373,44953,AGT-25,1.4,FAUX,4.0,45.71,Chat,Résiliation,FALSE,0,Non Conforme,9.0,FAUX
DOS50374,45124,AGT-12,4.9,FALSE,5.0,22.07,Courrier,Réclamation,TRUE,0,Conforme,,FAUX
DOS50375,44936,AGT-07,7.0,FAUX,5.0,29.71,Chat,Changement d'offre,FALSE,0,,9.0,FAUX
DOS50376,45028,AGT-19,4.0,VRAI,5.0,23.63,Email,Réclamation,TRUE,0,Conforme,7.0,FAUX
DOS50377,45085,AGT-08,5.9,FALSE,,14.01,Chat,Demande d'information,TRUE,0,Conforme,,FAUX
DOS50378,45092,AGT-19,7.7,TRUE,5.0,13.06,Chat,Relevé compteur,FALSE,0,Conforme,9.0,FAUX
DOS50379,45290,AGT-08,4.7,FAUX,5.0,41.04,Téléphone,Changement d'offre,FALSE,0,Conforme,9.0,FAUX
DOS50380,45166,AGT-11,7.3,FAUX,5.0,40.99,Téléphone,Facturation,TRUE,0,Non Conforme,,VRAI
DOS50381,45165,AGT-07,7.1,VRAI,,26.45,Courrier,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50382,45053,AGT-19,5.8,TRUE,3.0,32.8,Téléphone,Déménagement,TRUE,0,Conforme,,FAUX
DOS50383,45161,AGT-11,2.8,VRAI,5.0,43.34,Chat,Réclamation,TRUE,0,,,FAUX
DOS50384,44946,AGT-07,1.3,FALSE,4.0,24.62,Email,Panne compteur,TRUE,0,Non Conforme,9.0,FAUX
DOS50385,44969,AGT-08,3.8,FAUX,4.0,21.09,Courrier,Changement d'offre,TRUE,0,Non Conforme,3.0,VRAI
DOS50386,45228,AGT-07,4.3,TRUE,5.0,26.91,Courrier,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50387,45253,AGT-07,4.7,TRUE,4.0,13.57,Chat,Déménagement,TRUE,0,Non Conforme,,FAUX
DOS50388,44974,AGT-03,6.4,FAUX,,26.0,Téléphone,Panne compteur,TRUE,0,Conforme,8.0,VRAI
DOS50389,45179,AGT-25,3.7,TRUE,3.0,40.73,Téléphone,Facturation,FALSE,0,Non Conforme,,VRAI
DOS50390,45084,AGT-08,6.4,FAUX,,53.22,Courrier,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50391,45186,AGT-03,8.5,FAUX,4.0,12.92,Chat,Changement d'offre,TRUE,0,Conforme,8.0,FAUX
DOS50392,45259,AGT-12,4.8,TRUE,,26.05,Téléphone,Souscription contrat,TRUE,0,Conforme,7.0,VRAI
DOS50393,45204,AGT-25,5.6,FAUX,4.0,19.42,Email,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50394,45053,AGT-25,8.3,FAUX,5.0,25.63,Chat,Litige paiement,FALSE,0,Conforme,,VRAI
DOS50395,45010,AGT-03,6.7,FAUX,3.0,35.2,Email,Litige paiement,TRUE,0,,7.0,VRAI
DOS50396,45134,AGT-11,3.8,FALSE,5.0,48.72,Courrier,Panne compteur,FALSE,0,,,FAUX
DOS50397,44970,AGT-11,8.7,VRAI,5.0,45.18,Téléphone,Résiliation,TRUE,0,NC,,VRAI
DOS50398,45181,AGT-25,5.5,TRUE,5.0,22.12,Courrier,Déménagement,FALSE,0,Conforme,10.0,VRAI
DOS50399,45075,AGT-07,4.0,TRUE,5.0,35.97,Chat,Réclamation,TRUE,0,Conforme,5.0,VRAI
DOS50400,45036,AGT-11,2.0,FAUX,5.0,22.08,Chat,Litige paiement,FALSE,0,Non Conforme,7.0,FAUX
DOS50401,44991,AGT-19,3.7,FALSE,4.0,34.9,Courrier,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50402,45166,AGT-12,0.0,FAUX,3.0,12.06,Chat,Panne compteur,TRUE,0,Conforme,10.0,VRAI
DOS50403,45076,AGT-03,3.2,VRAI,5.0,25.93,Email,Facturation,FALSE,0,Conforme,,FAUX
DOS50404,44981,AGT-03,3.5,VRAI,4.0,15.99,Chat,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50405,45075,AGT-12,7.8,FALSE,3.0,34.22,Email,Réclamation,FALSE,0,Conforme,,FAUX
DOS50406,45189,AGT-08,5.6,FAUX,5.0,47.92,Email,Réclamation,FALSE,0,,,VRAI
DOS50407,44951,AGT-07,2.3,FALSE,3.0,38.48,Chat,Déménagement,FALSE,0,NC,8.0,FAUX
DOS50408,45252,AGT-03,6.5,FAUX,,51.87,Courrier,Souscription contrat,TRUE,0,Conforme,7.0,VRAI
DOS50409,44972,AGT-07,9.5,FAUX,4.0,52.07,Email,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50410,45029,AGT-25,1.3,FAUX,5.0,31.76,Courrier,Demande d'information,FALSE,0,Conforme,9.0,FAUX
DOS50411,45059,AGT-25,5.5,TRUE,4.0,20.02,Chat,Panne compteur,TRUE,0,Non Conforme,,VRAI
DOS50412,45243,AGT-03,5.2,FALSE,5.0,16.44,Courrier,Déménagement,TRUE,0,Conforme,5.0,FAUX
DOS50413,45103,AGT-03,9.8,VRAI,3.0,20.5,Courrier,Litige paiement,TRUE,0,,,VRAI
DOS50414,45000,AGT-08,7.2,TRUE,4.0,36.35,Courrier,Déménagement,TRUE,0,Conforme,4.0,VRAI
DOS50415,44982,AGT-11,5.1,VRAI,,41.31,Téléphone,Déménagement,FALSE,0,Non Conforme,10.0,VRAI
DOS50416,45139,AGT-19,6.9,VRAI,4.0,31.24,Courrier,Changement d'offre,TRUE,1,Non Conforme,,VRAI
DOS50417,45168,AGT-25,1.5,FALSE,,40.34,Chat,Réclamation,FALSE,0,Conforme,,FAUX
DOS50418,45063,AGT-12,5.2,FALSE,5.0,24.73,Téléphone,Panne compteur,TRUE,1,Conforme,,VRAI
DOS50419,45021,AGT-11,3.9,TRUE,1.0,26.03,Email,Relevé compteur,FALSE,0,,0.0,VRAI
DOS50420,44933,AGT-25,5.4,FALSE,3.0,49.11,Email,Panne compteur,TRUE,0,Conforme,8.0,VRAI
DOS50421,44940,AGT-08,1.3,TRUE,5.0,29.92,Email,Litige paiement,TRUE,0,Conforme,10.0,FAUX
DOS50422,45090,AGT-11,6.5,FAUX,5.0,25.33,Chat,Résiliation,TRUE,0,Conforme,,FAUX
DOS50423,44927,AGT-12,6.1,TRUE,4.0,28.89,Email,Demande d'information,TRUE,0,NC,5.0,FAUX
DOS50424,44955,AGT-03,7.3,FALSE,5.0,13.91,Email,Résiliation,FALSE,0,Non Conforme,,FAUX
DOS50425,45090,AGT-12,4.3,TRUE,4.0,25.26,Téléphone,Demande d'information,TRUE,0,,5.0,VRAI
DOS50426,45283,AGT-03,6.5,TRUE,3.0,30.76,Chat,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS50427,45080,AGT-03,8.9,TRUE,5.0,35.22,Email,Réclamation,FALSE,0,,6.0,VRAI
DOS50428,45278,AGT-07,4.6,TRUE,5.0,33.57,Email,Déménagement,TRUE,0,Conforme,,VRAI
DOS50429,45257,AGT-03,2.5,TRUE,3.0,50.75,Téléphone,Souscription contrat,TRUE,0,,,VRAI
DOS50430,45184,AGT-08,6.4,VRAI,5.0,39.7,Email,Souscription contrat,TRUE,0,Conforme,10.0,FAUX
DOS50431,45159,AGT-19,4.4,TRUE,5.0,12.87,Téléphone,Réclamation,TRUE,0,Conforme,,VRAI
DOS50432,45049,AGT-08,3.1,TRUE,2.0,28.4,Email,Changement d'offre,TRUE,0,Conforme,,FAUX
DOS50433,45011,AGT-25,3.5,FALSE,3.0,27.32,Email,Résiliation,TRUE,1,Conforme,,FAUX
DOS50434,44943,AGT-12,2.3,TRUE,4.0,38.71,Email,Déménagement,FALSE,0,Conforme,4.0,VRAI
DOS50435,45275,AGT-11,3.1,TRUE,4.0,19.06,Email,Changement d'offre,FALSE,0,Conforme,6.0,VRAI
DOS50436,44965,AGT-03,5.9,VRAI,,32.49,Téléphone,Souscription contrat,TRUE,0,,,FAUX
DOS50437,45047,AGT-07,6.0,FAUX,,48.67,Courrier,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50438,45065,AGT-12,3.6,FAUX,4.0,36.39,Chat,Litige paiement,TRUE,0,NC,10.0,VRAI
DOS50439,45039,AGT-12,9.6,FAUX,,50.67,Courrier,Déménagement,TRUE,0,Non Conforme,7.0,VRAI
DOS50440,45169,AGT-11,5.4,VRAI,4.0,44.85,Chat,Litige paiement,TRUE,0,Conforme,8.0,VRAI
DOS50441,45231,AGT-08,5.8,VRAI,,15.6,Courrier,Relevé compteur,FALSE,0,Conforme,6.0,VRAI
DOS50442,45200,AGT-25,6.2,TRUE,5.0,30.55,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50443,45139,AGT-11,3.7,FALSE,4.0,31.18,Email,Litige paiement,TRUE,0,Non Conforme,8.0,VRAI
DOS50444,45174,AGT-25,7.0,FAUX,3.0,19.96,Courrier,Panne compteur,FALSE,0,Conforme,9.0,VRAI
DOS50445,45260,AGT-07,2.0,FAUX,4.0,38.96,Téléphone,Déménagement,TRUE,0,Conforme,7.0,FAUX
DOS50446,44991,AGT-11,2.9,VRAI,5.0,50.23,Chat,Réclamation,FALSE,0,Non Conforme,,VRAI
